id,m,lon,lat
13.0,a,-117.89388000000001,33.91545
13.0,a,-117.89395,33.915409999999994
13.0,a,-117.93641000000001,33.9259
13.0,a,-117.8927,33.91414
13.0,a,-117.8927,33.91414
13.0,a,-117.95522,33.93635
13.0,a,-117.95528,33.9365
13.0,a,-117.89403999999999,33.91538
13.0,a,-117.95647,33.93636
13.0,a,-117.95676,33.935970000000005
13.0,a,-117.88655,33.91559
13.0,a,-117.89386,33.915420000000005
13.0,a,-117.95573,33.93671
13.0,a,-117.95623,33.93654
13.0,a,-117.95589,33.93662
13.0,a,-117.89365,33.91547
13.0,a,-117.9364,33.92595
13.0,a,-117.9364,33.92595
13.0,a,-117.89392,33.91539
13.0,a,-117.89402,33.91523
13.0,a,-117.89403,33.915440000000004
13.0,a,-117.894,33.91531
13.0,a,-117.93633,33.9259
13.0,a,-117.93638,33.925959999999996
13.0,a,-117.93655,33.925779999999996
13.0,a,-117.94209,33.93846
13.0,a,-117.89403,33.91539
13.0,a,-117.93516000000001,33.92581
13.0,a,-117.89396,33.91539
13.0,a,-117.89402,33.915420000000005
13.0,a,-117.93638,33.925940000000004
13.0,a,-117.93638,33.925940000000004
13.0,a,-117.89401000000001,33.91525
13.0,a,-117.89402,33.91529
13.0,a,-117.72729,33.509679999999996
13.0,a,-117.95613999999999,33.93665
13.0,a,-117.89395,33.91535
13.0,a,-117.89397,33.91539
13.0,a,-117.89402,33.9153
13.0,a,-117.89384,33.91535
13.0,a,-117.89397,33.915420000000005
13.0,a,-117.93597,33.926359999999995
13.0,b,-117.90223999999999,33.917609999999996
13.0,b,-117.95622,33.93633
13.0,b,-117.89461000000001,33.91531
13.0,b,-117.95631000000002,33.93712
13.0,b,-117.89401000000001,33.91543
13.0,b,-117.89401000000001,33.91543
13.0,b,-117.89401000000001,33.91543
13.0,b,-117.894,33.915420000000005
13.0,b,-117.894,33.915440000000004
13.0,b,-117.89398,33.915420000000005
13.0,b,-117.89391,33.915420000000005
13.0,b,-117.89396,33.915409999999994
13.0,b,-117.89403999999999,33.9154
13.0,b,-117.89407,33.91539
13.0,b,-117.95683999999999,33.93614
13.0,b,-117.93654,33.92592
13.0,b,-117.93654,33.92592
13.0,b,-117.93643,33.92593
13.0,b,-117.93643999999999,33.92593
13.0,b,-117.89403999999999,33.91565
13.0,b,-117.93659,33.92586
13.0,b,-117.89398,33.91534
13.0,b,-117.9366,33.92603
13.0,b,-117.89934,33.916290000000004
13.0,b,-117.89395,33.91533
13.0,b,-117.89414,33.91535
13.0,b,-117.89411000000001,33.91502
13.0,b,-117.89393000000001,33.91533
13.0,b,-117.89406000000001,33.91538
13.0,b,-117.72731999999999,33.509570000000004
13.0,b,-117.89402,33.915279999999996
13.0,b,-117.89395,33.91536
13.0,b,-117.89401000000001,33.915440000000004
13.0,b,-117.89419,33.91522
13.0,b,-117.89393000000001,33.91537
13.0,b,-117.89398,33.915409999999994
13.0,b,-117.894,33.91534
13.0,b,-117.89397,33.91535
13.0,b,-117.93663000000001,33.92593
13.0,b,-117.93659,33.92595
13.0,b,-117.89403999999999,33.91539
13.0,b,-117.7273,33.50965
13.0,b,-117.72733999999998,33.50965
13.0,b,-117.89397,33.91531
13.0,b,-117.89403,33.915240000000004
13.0,b,-117.89395,33.91536
13.0,b,-117.89398999999999,33.91539
13.0,b,-117.93643,33.9259
13.0,b,-117.93099,33.94365
13.0,b,-117.93073000000001,33.94368
13.0,b,-117.93086000000001,33.943690000000004
13.0,b,-117.93083999999999,33.94389
13.0,b,-117.89398,33.91545
13.0,b,-117.89408,33.915409999999994
13.0,b,-117.95709,33.9362
13.0,b,-117.95613,33.93603
13.0,b,-117.95625,33.93628
13.0,b,-117.9364,33.92605
13.0,b,-117.9363,33.92583
13.0,b,-117.93636000000001,33.92585
13.0,b,-117.93671,33.925959999999996
13.0,b,-117.93652,33.925909999999995
13.0,b,-117.93578000000001,33.92647
13.0,b,-117.93648999999999,33.9259
13.0,b,-117.93648999999999,33.9259
13.0,b,-117.93633,33.92593
13.0,b,-117.93668000000001,33.92588
13.0,b,-117.93655,33.92589
13.0,b,-117.89398,33.915409999999994
13.0,b,-117.89401000000001,33.91543
13.0,b,-117.72728000000001,33.50958
13.0,b,-117.72733000000001,33.5096
13.0,b,-117.95621000000001,33.93629
13.0,b,-117.93642,33.92593
13.0,b,-117.93642,33.92593
13.0,b,-117.93645,33.92587
13.0,b,-117.93643999999999,33.92582
13.0,b,-117.93643,33.9258
13.0,b,-117.93645,33.92587
13.0,b,-117.93653,33.92585
13.0,b,-117.93642,33.92593
13.0,b,-117.89398,33.91535
13.0,b,-117.82484,33.894290000000005
13.0,b,-117.93646000000001,33.92586
13.0,b,-117.93643999999999,33.92585
13.0,b,-117.89392,33.915440000000004
13.0,b,-117.88091999999999,33.91109
13.0,b,-117.89393999999999,33.91537
13.0,b,-117.89398,33.91539
13.0,b,-117.89406000000001,33.9153
13.0,b,-117.89407,33.91533
13.0,b,-117.89407,33.91533
13.0,b,-117.89405,33.91531
13.0,b,-117.89396,33.91534
13.0,b,-117.93646000000001,33.92601
13.0,b,-117.93638999999999,33.92588
13.0,b,-117.93645,33.92593
13.0,b,-117.93645,33.92593
13.0,b,-117.93645,33.92593
13.0,b,-117.72726000000002,33.50954
13.0,b,-117.72753,33.50969
13.0,b,-117.93654,33.92589
13.0,b,-117.93645,33.925959999999996
14.0,a,-117.78726,33.72955
14.0,a,-117.78357,33.54221
14.0,a,-117.78357,33.54221
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.71156,33.6122
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.74746,33.867259999999995
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78357,33.54221
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.78726,33.72955
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.89948999999999,33.60152
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.71156,33.6122
14.0,a,-118.00023,33.6582
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78357,33.54221
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78357,33.54221
14.0,a,-117.78357,33.54221
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.71156,33.6122
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78357,33.54221
14.0,a,-118.00023,33.6582
14.0,a,-118.00023,33.6582
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.98852,33.72967
14.0,a,-118.00023,33.6582
14.0,a,-117.78726,33.72955
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78357,33.54221
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78357,33.54221
14.0,a,-117.71156,33.6122
14.0,a,-117.71156,33.6122
14.0,a,-117.89948999999999,33.60152
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78726,33.72955
14.0,a,-117.71156,33.6122
14.0,a,-117.98852,33.72967
14.0,a,-117.98852,33.72967
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78726,33.72955
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.89948999999999,33.60152
14.0,a,-118.00023,33.6582
14.0,a,-117.71156,33.6122
14.0,a,-117.78357,33.54221
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78726,33.72955
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78726,33.72955
14.0,a,-117.74746,33.867259999999995
14.0,a,-118.00023,33.6582
14.0,a,-117.78357,33.54221
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78726,33.72955
14.0,a,-117.71156,33.6122
14.0,a,-117.78357,33.54221
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.78357,33.54221
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.78726,33.72955
14.0,a,-117.78726,33.72955
14.0,a,-117.71156,33.6122
14.0,a,-117.98852,33.72967
14.0,a,-117.71156,33.6122
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.78357,33.54221
14.0,a,-117.71156,33.6122
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.71156,33.6122
14.0,a,-117.78357,33.54221
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78726,33.72955
14.0,a,-117.98852,33.72967
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78357,33.54221
14.0,a,-117.71156,33.6122
14.0,a,-117.98852,33.72967
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.78726,33.72955
14.0,a,-117.78726,33.72955
14.0,a,-117.71156,33.6122
14.0,a,-117.71156,33.6122
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.98852,33.72967
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.71156,33.6122
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.71156,33.6122
14.0,a,-117.85311000000002,33.78779
14.0,a,-117.74746,33.867259999999995
14.0,a,-118.00023,33.6582
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78357,33.54221
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.98852,33.72967
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.98852,33.72967
14.0,a,-117.98852,33.72967
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-118.00023,33.6582
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78726,33.72955
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78357,33.54221
14.0,a,-117.78726,33.72955
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.98852,33.72967
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.89948999999999,33.60152
14.0,a,-118.00023,33.6582
14.0,a,-117.71156,33.6122
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.71156,33.6122
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.71156,33.6122
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.71156,33.6122
14.0,a,-117.98852,33.72967
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.78357,33.54221
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.98852,33.72967
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.98852,33.72967
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.78357,33.54221
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.78357,33.54221
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-117.98852,33.72967
14.0,a,-117.78726,33.72955
14.0,a,-118.00023,33.6582
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.71156,33.6122
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-118.00023,33.6582
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-118.00023,33.6582
14.0,a,-117.78726,33.72955
14.0,a,-117.78726,33.72955
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.98852,33.72967
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.98852,33.72967
14.0,a,-117.98852,33.72967
14.0,a,-118.00023,33.6582
14.0,a,-117.71156,33.6122
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.78726,33.72955
14.0,a,-117.78726,33.72955
14.0,a,-117.78357,33.54221
14.0,a,-118.00023,33.6582
14.0,a,-117.78357,33.54221
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78726,33.72955
14.0,a,-117.71156,33.6122
14.0,a,-117.71156,33.6122
14.0,a,-117.78357,33.54221
14.0,a,-117.98852,33.72967
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.78357,33.54221
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.8881,33.912490000000005
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.98852,33.72967
14.0,a,-118.00023,33.6582
14.0,a,-118.00023,33.6582
14.0,a,-117.59418000000001,33.64332
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.89948999999999,33.60152
14.0,a,-117.71156,33.6122
14.0,a,-117.74746,33.867259999999995
14.0,a,-118.00023,33.6582
14.0,a,-117.98852,33.72967
14.0,a,-117.74746,33.867259999999995
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.99923000000001,33.6603
14.0,a,-117.99923000000001,33.6603
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.71156,33.6122
14.0,b,-117.78726,33.72955
14.0,b,-117.78726,33.72955
14.0,b,-117.71156,33.6122
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.71156,33.6122
14.0,b,-117.98852,33.72967
14.0,b,-117.78357,33.54221
14.0,b,-118.00023,33.6582
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.78726,33.72955
14.0,b,-118.00023,33.6582
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.71156,33.6122
14.0,b,-117.71156,33.6122
14.0,b,-117.78357,33.54221
14.0,b,-117.78357,33.54221
14.0,b,-117.98852,33.72967
14.0,b,-118.00023,33.6582
14.0,b,-117.98852,33.72967
14.0,b,-118.00023,33.6582
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.78726,33.72955
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.98852,33.72967
14.0,b,-117.71156,33.6122
14.0,b,-117.78726,33.72955
14.0,b,-118.00023,33.6582
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.99923000000001,33.6603
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.85311000000002,33.78779
14.0,b,-117.98852,33.72967
14.0,b,-117.98852,33.72967
14.0,b,-117.98852,33.72967
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.98852,33.72967
14.0,b,-117.98852,33.72967
14.0,b,-117.98852,33.72967
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.78726,33.72955
14.0,b,-117.78357,33.54221
14.0,b,-117.78357,33.54221
14.0,b,-117.78726,33.72955
14.0,b,-117.78357,33.54221
14.0,b,-117.78357,33.54221
14.0,b,-117.78726,33.72955
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.99923000000001,33.6603
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.59418000000001,33.64332
14.0,b,-118.00023,33.6582
14.0,b,-117.71156,33.6122
14.0,b,-118.00023,33.6582
14.0,b,-117.78357,33.54221
14.0,b,-117.74746,33.867259999999995
14.0,b,-118.00023,33.6582
14.0,b,-117.78726,33.72955
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.99923000000001,33.6603
14.0,b,-117.99923000000001,33.6603
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.78726,33.72955
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.98852,33.72967
14.0,b,-117.98852,33.72967
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.85311000000002,33.78779
14.0,b,-117.89948999999999,33.60152
14.0,b,-117.8881,33.912490000000005
14.0,b,-117.78726,33.72955
14.0,b,-117.71156,33.6122
14.0,b,-117.78726,33.72955
14.0,b,-117.71156,33.6122
14.0,b,-117.71156,33.6122
14.0,b,-117.59418000000001,33.64332
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.74746,33.867259999999995
14.0,b,-117.59418000000001,33.64332
14.0,b,-118.00023,33.6582
14.0,b,-117.78357,33.54221
14.0,b,-117.71156,33.6122
14.0,b,-117.8881,33.912490000000005
